IP地址,端口,TLS,数据中心,地区,城市,网络延迟,测速 MB/s
57.128.171.127,8443,true,LHR,欧洲,伦敦,275 ms,0.34
5.144.181.239,8443,true,LHR,欧洲,伦敦,259 ms,0.34
70.34.202.168,8443,true,ARN,欧洲,斯德哥尔摩,269 ms,0.34
38.180.110.184,8443,true,FRA,欧洲,法兰克福,198 ms,0.34
51.83.137.253,8443,true,WAW,欧洲,华沙,300 ms,0.34
95.164.1.174,8443,true,FRA,欧洲,法兰克福,282 ms,0.34
37.120.139.239,8443,true,EWR,北美洲,纽瓦克,228 ms,0.33
176.31.64.47,8443,true,LHR,欧洲,伦敦,254 ms,0.33
206.238.237.215,8443,true,SJC,北美洲,圣何塞,178 ms,0.33
165.232.118.162,8443,true,AMS,欧洲,阿姆斯特丹,288 ms,0.33
45.205.0.230,8443,true,SJC,北美洲,圣何塞,346 ms,0.32
5.144.181.149,8443,true,LHR,欧洲,伦敦,253 ms,0.32
38.180.172.74,8443,true,IST,欧洲,伊斯坦布尔,282 ms,0.32
51.89.246.96,8443,true,LHR,欧洲,伦敦,255 ms,0.32
156.238.18.118,8443,true,SJC,北美洲,圣何塞,281 ms,0.32
206.238.237.130,8443,true,SJC,北美洲,圣何塞,372 ms,0.32
206.189.195.4,8443,true,EWR,北美洲,纽瓦克,311 ms,0.31
206.238.237.108,8443,true,SJC,北美洲,圣何塞,261 ms,0.31
206.238.236.125,8443,true,SJC,北美洲,圣何塞,282 ms,0.31
45.205.0.203,8443,true,SJC,北美洲,圣何塞,254 ms,0.31
37.252.7.9,8443,true,FRA,欧洲,法兰克福,249 ms,0.31
206.238.237.51,8443,true,SJC,北美洲,圣何塞,262 ms,0.31
198.46.143.134,8443,true,BUF,北美洲,布法罗,245 ms,0.30
137.74.151.70,8443,true,LHR,欧洲,伦敦,282 ms,0.30
5.144.181.236,8443,true,LHR,欧洲,伦敦,270 ms,0.30
185.234.64.173,8443,true,CDG,欧洲,巴黎,274 ms,0.30
45.205.0.252,8443,true,SJC,北美洲,圣何塞,310 ms,0.30
206.238.237.228,8443,true,SJC,北美洲,圣何塞,423 ms,0.29
51.107.9.31,8443,true,MXP,欧洲,米兰,217 ms,0.29
156.238.18.120,8443,true,SJC,北美洲,圣何塞,363 ms,0.29
154.218.15.127,8443,true,SJC,北美洲,圣何塞,272 ms,0.29
8.211.195.135,8443,true,LHR,欧洲,伦敦,261 ms,0.28
45.205.0.190,8443,true,SJC,北美洲,圣何塞,233 ms,0.28
149.202.30.225,8443,true,LHR,欧洲,伦敦,277 ms,0.28
156.238.18.137,8443,true,SJC,北美洲,圣何塞,435 ms,0.28
206.238.236.155,8443,true,SJC,北美洲,圣何塞,291 ms,0.28
103.184.45.20,8443,true,SJC,北美洲,圣何塞,403 ms,0.28
51.38.108.143,8443,true,FRA,欧洲,法兰克福,269 ms,0.28
8.208.11.119,8443,true,LHR,欧洲,伦敦,272 ms,0.27
51.195.84.251,8443,true,FRA,欧洲,法兰克福,289 ms,0.27
18.196.92.175,8443,true,FRA,欧洲,法兰克福,268 ms,0.27
154.218.15.62,8443,true,SJC,北美洲,圣何塞,217 ms,0.27
70.34.195.227,8443,true,ARN,欧洲,斯德哥尔摩,277 ms,0.27
156.238.18.111,8443,true,SJC,北美洲,圣何塞,389 ms,0.27
188.166.43.205,8443,true,AMS,欧洲,阿姆斯特丹,263 ms,0.27
161.35.21.2,8443,true,FRA,欧洲,法兰克福,286 ms,0.27
45.205.0.93,8443,true,SJC,北美洲,圣何塞,270 ms,0.27
158.69.60.87,8443,true,YYZ,北美洲,多伦多,268 ms,0.26
206.238.237.134,8443,true,SJC,北美洲,圣何塞,324 ms,0.26
51.83.45.59,8443,true,LHR,欧洲,伦敦,274 ms,0.26
104.167.197.130,8443,true,MIA,北美洲,迈阿密,241 ms,0.26
206.238.237.233,8443,true,SJC,北美洲,圣何塞,556 ms,0.26
64.176.167.241,8443,true,TLV,中东,特拉维夫,229 ms,0.26
5.144.181.82,8443,true,LHR,欧洲,伦敦,272 ms,0.26
45.205.0.121,8443,true,SJC,北美洲,圣何塞,755 ms,0.26
137.74.150.120,8443,true,CDG,欧洲,巴黎,273 ms,0.26
154.218.15.240,8443,true,SJC,北美洲,圣何塞,250 ms,0.25
137.220.34.134,8443,true,SEA,北美洲,西雅图,182 ms,0.25
192.3.187.82,8443,true,BUF,北美洲,布法罗,230 ms,0.25
135.125.169.130,8443,true,FRA,欧洲,法兰克福,289 ms,0.25
164.92.107.53,8443,true,SJC,北美洲,圣何塞,177 ms,0.25
179.43.151.61,8443,true,FRA,欧洲,法兰克福,278 ms,0.25
45.144.48.8,8443,true,WAW,欧洲,华沙,281 ms,0.25
206.238.237.30,8443,true,SJC,北美洲,圣何塞,231 ms,0.24
206.238.236.220,8443,true,SJC,北美洲,圣何塞,221 ms,0.24
51.38.151.90,8443,true,WAW,欧洲,华沙,294 ms,0.24
51.38.74.29,8443,true,LHR,欧洲,伦敦,270 ms,0.24
206.238.236.83,8443,true,SJC,北美洲,圣何塞,266 ms,0.24
165.232.110.251,8443,true,LHR,欧洲,伦敦,259 ms,0.24
37.59.72.3,8443,true,LHR,欧洲,伦敦,376 ms,0.24
159.65.126.227,8443,true,FRA,欧洲,法兰克福,269 ms,0.24
206.238.236.22,8443,true,SJC,北美洲,圣何塞,351 ms,0.23
64.226.104.212,8443,true,FRA,欧洲,法兰克福,310 ms,0.23
167.114.197.122,8443,true,YYZ,北美洲,多伦多,291 ms,0.23
154.218.15.102,8443,true,SJC,北美洲,圣何塞,794 ms,0.23
5.144.181.249,8443,true,LHR,欧洲,伦敦,264 ms,0.23
5.144.181.242,8443,true,LHR,欧洲,伦敦,268 ms,0.23
86.104.74.165,8443,true,CDG,欧洲,巴黎,264 ms,0.23
154.218.15.145,8443,true,SJC,北美洲,圣何塞,401 ms,0.23
45.91.94.7,8443,true,VIE,欧洲,维也纳,280 ms,0.23
147.135.169.105,8443,true,LHR,欧洲,伦敦,279 ms,0.22
135.148.57.14,8443,true,IAD,北美洲,阿什本,263 ms,0.22
135.148.92.123,8443,true,IAD,北美洲,阿什本,338 ms,0.22
70.34.201.32,8443,true,ARN,欧洲,斯德哥尔摩,294 ms,0.21
51.178.138.19,8443,true,LHR,欧洲,伦敦,353 ms,0.21
5.144.181.67,8443,true,LHR,欧洲,伦敦,272 ms,0.20
51.89.197.38,8443,true,LHR,欧洲,伦敦,374 ms,0.20
94.23.188.22,8443,true,LHR,欧洲,伦敦,265 ms,0.20
37.59.247.10,8443,true,LHR,欧洲,伦敦,273 ms,0.20
206.238.237.163,8443,true,SJC,北美洲,圣何塞,272 ms,0.20
206.238.236.97,8443,true,SJC,北美洲,圣何塞,469 ms,0.20
156.238.18.101,8443,true,SJC,北美洲,圣何塞,267 ms,0.20
206.238.237.238,8443,true,SJC,北美洲,圣何塞,309 ms,0.19
65.20.115.49,8443,true,ARN,欧洲,斯德哥尔摩,295 ms,0.19
206.238.237.189,8443,true,SJC,北美洲,圣何塞,648 ms,0.19
206.238.236.177,8443,true,SJC,北美洲,圣何塞,293 ms,0.18
206.238.237.88,8443,true,SJC,北美洲,圣何塞,166 ms,0.18
65.20.115.75,8443,true,ARN,欧洲,斯德哥尔摩,279 ms,0.18
188.165.158.68,8443,true,LHR,欧洲,伦敦,271 ms,0.18
5.144.181.76,8443,true,LHR,欧洲,伦敦,277 ms,0.18
154.218.15.112,8443,true,SJC,北美洲,圣何塞,304 ms,0.18
217.69.5.58,8443,true,CDG,欧洲,巴黎,378 ms,0.18
164.132.31.55,8443,true,LHR,欧洲,伦敦,272 ms,0.18
206.238.236.187,8443,true,SJC,北美洲,圣何塞,483 ms,0.18
5.144.181.172,8443,true,LHR,欧洲,伦敦,268 ms,0.18
198.244.248.178,8443,true,LHR,欧洲,伦敦,251 ms,0.17
206.238.236.242,8443,true,SJC,北美洲,圣何塞,482 ms,0.17
51.210.96.182,8443,true,LHR,欧洲,伦敦,266 ms,0.17
198.50.167.31,8443,true,YYZ,北美洲,多伦多,250 ms,0.17
194.104.136.200,8443,true,AMS,欧洲,阿姆斯特丹,275 ms,0.17
51.89.27.249,8443,true,FRA,欧洲,法兰克福,250 ms,0.17
188.165.25.71,8443,true,LHR,欧洲,伦敦,278 ms,0.17
162.19.131.89,8443,true,FRA,欧洲,法兰克福,285 ms,0.17
54.38.130.59,8443,true,WAW,欧洲,华沙,293 ms,0.16
206.238.236.21,8443,true,SJC,北美洲,圣何塞,424 ms,0.16
95.164.8.40,8443,true,TLL,欧洲,塔林,330 ms,0.16
37.252.4.142,8443,true,TLL,欧洲,塔林,299 ms,0.16
206.238.237.186,8443,true,SJC,北美洲,圣何塞,403 ms,0.16
206.238.236.65,8443,true,SJC,北美洲,圣何塞,263 ms,0.16
206.238.236.37,8443,true,SJC,北美洲,圣何塞,252 ms,0.16
176.31.83.160,8443,true,CDG,欧洲,巴黎,283 ms,0.16
94.131.105.46,8443,true,AMS,欧洲,阿姆斯特丹,266 ms,0.16
70.34.244.221,8443,true,WAW,欧洲,华沙,332 ms,0.16
34.163.89.60,8443,true,CDG,欧洲,巴黎,258 ms,0.16
45.87.154.25,8443,true,AMS,欧洲,阿姆斯特丹,267 ms,0.15
54.38.3.2,8443,true,LHR,欧洲,伦敦,260 ms,0.15
51.83.228.231,8443,true,WAW,欧洲,华沙,305 ms,0.15
5.161.217.101,8443,true,IAD,北美洲,阿什本,239 ms,0.15
208.85.20.81,8443,true,MAD,欧洲,马德里,273 ms,0.15
54.38.141.135,8443,true,DME,欧洲,莫斯科,337 ms,0.15
192.248.174.234,8443,true,LHR,欧洲,伦敦,255 ms,0.15
209.250.236.123,8443,true,FRA,欧洲,法兰克福,266 ms,0.15
70.34.195.227,8443,true,ARN,欧洲,斯德哥尔摩,279 ms,0.15
51.89.241.51,8443,true,LHR,欧洲,伦敦,252 ms,0.15
46.105.240.174,8443,true,LHR,欧洲,伦敦,269 ms,0.15
5.144.181.235,8443,true,LHR,欧洲,伦敦,279 ms,0.15
51.79.66.215,8443,true,YYZ,北美洲,多伦多,250 ms,0.15
178.32.93.66,8443,true,CDG,欧洲,巴黎,254 ms,0.14
5.161.242.115,8443,true,IAD,北美洲,阿什本,219 ms,0.14
66.245.196.225,8443,true,MAN,欧洲,Manchester,254 ms,0.14
103.184.44.66,8443,true,SJC,北美洲,圣何塞,379 ms,0.14
165.232.84.101,8443,true,AMS,欧洲,阿姆斯特丹,275 ms,0.14
154.218.15.12,8443,true,SJC,北美洲,圣何塞,236 ms,0.14
137.184.168.222,8443,true,YYZ,北美洲,多伦多,244 ms,0.14
167.71.60.160,8443,true,FRA,欧洲,法兰克福,307 ms,0.14
154.218.15.198,8443,true,SJC,北美洲,圣何塞,430 ms,0.14
51.68.131.102,8443,true,WAW,欧洲,华沙,299 ms,0.14
51.178.175.235,8443,true,LHR,欧洲,伦敦,272 ms,0.13
54.38.201.96,8443,true,WAW,欧洲,华沙,301 ms,0.13
164.90.194.71,8443,true,AMS,欧洲,阿姆斯特丹,271 ms,0.13
206.238.236.98,8443,true,SJC,北美洲,圣何塞,175 ms,0.13
206.238.236.77,8443,true,SJC,北美洲,圣何塞,255 ms,0.13
206.238.237.173,8443,true,SJC,北美洲,圣何塞,222 ms,0.13
45.14.247.77,8443,true,FRA,欧洲,法兰克福,293 ms,0.13
94.131.119.50,8443,true,OTP,欧洲,布加勒斯特,233 ms,0.13
95.164.8.15,8443,true,TLL,欧洲,塔林,281 ms,0.13
206.238.236.130,8443,true,SJC,北美洲,圣何塞,458 ms,0.13
206.238.236.239,8443,true,SJC,北美洲,圣何塞,475 ms,0.13
206.238.236.240,8443,true,SJC,北美洲,圣何塞,338 ms,0.13
65.20.76.125,8443,true,BOM,亚太,孟买,333 ms,0.13
206.238.237.37,8443,true,SJC,北美洲,圣何塞,358 ms,0.13
45.205.0.204,8443,true,SJC,北美洲,圣何塞,324 ms,0.13
135.125.230.103,8443,true,FRA,欧洲,法兰克福,276 ms,0.13
193.70.124.3,8443,true,WAW,欧洲,华沙,288 ms,0.12
134.209.196.191,8443,true,AMS,欧洲,阿姆斯特丹,274 ms,0.12
51.77.61.129,8443,true,WAW,欧洲,华沙,298 ms,0.12
154.218.15.216,8443,true,SJC,北美洲,圣何塞,174 ms,0.12
206.238.236.117,8443,true,SJC,北美洲,圣何塞,255 ms,0.12
96.0.24.249,8443,true,CPH,欧洲,哥本哈根,292 ms,0.12
45.205.0.254,8443,true,SJC,北美洲,圣何塞,444 ms,0.12
64.227.152.151,8443,true,MAA,亚太,金奈,260 ms,0.12
193.70.127.213,8443,true,WAW,欧洲,华沙,337 ms,0.12
45.67.230.65,8443,true,DME,欧洲,莫斯科,244 ms,0.12
5.45.95.134,8443,true,AMS,欧洲,阿姆斯特丹,282 ms,0.12
206.238.237.152,8443,true,SJC,北美洲,圣何塞,357 ms,0.12
51.38.90.115,8443,true,LHR,欧洲,伦敦,292 ms,0.12
86.38.156.240,8443,true,FRA,欧洲,法兰克福,269 ms,0.12
54.36.114.201,8443,true,FRA,欧洲,法兰克福,294 ms,0.12
206.238.237.81,8443,true,SJC,北美洲,圣何塞,197 ms,0.12
156.238.18.128,8443,true,SJC,北美洲,圣何塞,331 ms,0.12
45.205.0.66,8443,true,SJC,北美洲,圣何塞,428 ms,0.12
24.144.77.193,8443,true,AMS,欧洲,阿姆斯特丹,266 ms,0.12
154.218.15.204,8443,true,SJC,北美洲,圣何塞,247 ms,0.12
45.205.0.85,8443,true,SJC,北美洲,圣何塞,285 ms,0.11
86.104.74.78,8443,true,CDG,欧洲,巴黎,256 ms,0.11
86.38.156.120,8443,true,FRA,欧洲,法兰克福,285 ms,0.11
51.195.249.118,8443,true,LHR,欧洲,伦敦,260 ms,0.11
154.218.15.210,8443,true,SJC,北美洲,圣何塞,444 ms,0.11
45.205.0.95,8443,true,SJC,北美洲,圣何塞,727 ms,0.11
154.218.15.153,8443,true,SJC,北美洲,圣何塞,865 ms,0.11
46.22.211.76,8443,true,TLL,欧洲,塔林,298 ms,0.11
24.144.77.0,8443,true,AMS,欧洲,阿姆斯特丹,272 ms,0.11
45.205.0.59,8443,true,SJC,北美洲,圣何塞,453 ms,0.11
176.97.74.41,8443,true,TLL,欧洲,塔林,294 ms,0.11
51.195.250.13,8443,true,LHR,欧洲,伦敦,293 ms,0.11
141.94.205.130,8443,true,LHR,欧洲,伦敦,269 ms,0.11
46.105.142.142,8443,true,LHR,欧洲,伦敦,261 ms,0.11
206.238.237.3,8443,true,SJC,北美洲,圣何塞,397 ms,0.11
206.238.237.101,8443,true,SJC,北美洲,圣何塞,231 ms,0.11
23.94.216.231,8443,true,AMS,欧洲,阿姆斯特丹,275 ms,0.11
45.205.0.231,8443,true,SJC,北美洲,圣何塞,236 ms,0.11
45.205.0.30,8443,true,SJC,北美洲,圣何塞,207 ms,0.11
206.189.5.13,8443,true,AMS,欧洲,阿姆斯特丹,293 ms,0.11
45.205.0.129,8443,true,SJC,北美洲,圣何塞,221 ms,0.11
206.238.236.189,8443,true,SJC,北美洲,圣何塞,329 ms,0.11
45.205.0.233,8443,true,SJC,北美洲,圣何塞,406 ms,0.11
206.238.237.32,8443,true,SJC,北美洲,圣何塞,298 ms,0.11
45.205.0.56,8443,true,SJC,北美洲,圣何塞,307 ms,0.10
45.205.0.243,8443,true,SJC,北美洲,圣何塞,332 ms,0.10
156.238.18.121,8443,true,SJC,北美洲,圣何塞,376 ms,0.10
70.34.252.83,8443,true,WAW,欧洲,华沙,338 ms,0.10
156.238.18.134,8443,true,SJC,北美洲,圣何塞,212 ms,0.10
206.238.237.16,8443,true,SJC,北美洲,圣何塞,322 ms,0.10
57.128.172.239,8443,true,LHR,欧洲,伦敦,358 ms,0.10
54.37.195.107,8443,true,FRA,欧洲,法兰克福,331 ms,0.10
209.250.236.123,8443,true,FRA,欧洲,法兰克福,271 ms,0.10
138.124.183.228,8443,true,EWR,北美洲,纽瓦克,255 ms,0.10
206.238.237.65,8443,true,SJC,北美洲,圣何塞,250 ms,0.10
206.238.236.69,8443,true,SJC,北美洲,圣何塞,674 ms,0.10
206.238.237.126,8443,true,SJC,北美洲,圣何塞,483 ms,0.10
185.65.105.153,8443,true,AMS,欧洲,阿姆斯特丹,208 ms,0.10
103.35.190.171,8443,true,EWR,北美洲,纽瓦克,244 ms,0.10
206.238.237.75,8443,true,SJC,北美洲,圣何塞,369 ms,0.10
206.238.236.160,8443,true,SJC,北美洲,圣何塞,256 ms,0.10
156.238.18.147,8443,true,SJC,北美洲,圣何塞,383 ms,0.10
193.178.210.122,8443,true,EWR,北美洲,纽瓦克,223 ms,0.10
154.218.15.164,8443,true,SJC,北美洲,圣何塞,412 ms,0.10
206.238.236.66,8443,true,SJC,北美洲,圣何塞,441 ms,0.10
45.144.31.50,8443,true,HEL,欧洲,赫尔辛基,228 ms,0.09
154.218.15.96,8443,true,SJC,北美洲,圣何塞,335 ms,0.09
137.74.151.12,8443,true,LHR,欧洲,伦敦,282 ms,0.09
176.97.73.82,8443,true,NRT,亚太,东京,178 ms,0.09
51.38.154.25,8443,true,WAW,欧洲,华沙,313 ms,0.09
145.239.27.201,8443,true,WAW,欧洲,华沙,341 ms,0.09
68.183.5.87,8443,true,AMS,欧洲,阿姆斯特丹,261 ms,0.09
134.122.1.102,8443,true,EWR,北美洲,纽瓦克,253 ms,0.09
51.195.69.17,8443,true,FRA,欧洲,法兰克福,268 ms,0.09
37.221.126.230,8443,true,ARN,欧洲,斯德哥尔摩,244 ms,0.09
51.89.124.132,8443,true,FRA,欧洲,法兰克福,282 ms,0.09
135.125.215.53,8443,true,FRA,欧洲,法兰克福,328 ms,0.09
23.94.136.126,8443,true,ORD,北美洲,芝加哥,247 ms,0.09
206.238.237.140,8443,true,SJC,北美洲,圣何塞,172 ms,0.09
198.244.248.180,8443,true,LHR,欧洲,伦敦,257 ms,0.09
172.232.37.55,8443,true,CDG,欧洲,巴黎,276 ms,0.09
104.248.247.31,8443,true,FRA,欧洲,法兰克福,296 ms,0.09
54.38.60.11,8443,true,WAW,欧洲,华沙,291 ms,0.08
206.238.237.22,8443,true,SJC,北美洲,圣何塞,476 ms,0.08
154.218.15.218,8443,true,SJC,北美洲,圣何塞,246 ms,0.08
206.238.237.67,8443,true,SJC,北美洲,圣何塞,465 ms,0.08
209.38.180.203,8443,true,FRA,欧洲,法兰克福,285 ms,0.08
94.131.98.132,8443,true,ARN,欧洲,斯德哥尔摩,222 ms,0.08
206.238.236.68,8443,true,SJC,北美洲,圣何塞,392 ms,0.08
188.166.83.30,8443,true,AMS,欧洲,阿姆斯特丹,278 ms,0.08
51.195.84.243,8443,true,FRA,欧洲,法兰克福,253 ms,0.08
45.205.0.4,8443,true,SJC,北美洲,圣何塞,381 ms,0.08
45.14.244.251,8443,true,AMS,欧洲,阿姆斯特丹,259 ms,0.08
206.238.236.210,8443,true,SJC,北美洲,圣何塞,470 ms,0.08
45.205.0.221,8443,true,SJC,北美洲,圣何塞,260 ms,0.08
45.205.0.45,8443,true,SJC,北美洲,圣何塞,351 ms,0.08
54.37.64.97,8443,true,FRA,欧洲,法兰克福,288 ms,0.08
206.238.236.141,8443,true,SJC,北美洲,圣何塞,392 ms,0.08
54.37.64.120,8443,true,FRA,欧洲,法兰克福,254 ms,0.08
156.238.18.109,8443,true,SJC,北美洲,圣何塞,334 ms,0.08
206.238.237.176,8443,true,SJC,北美洲,圣何塞,466 ms,0.08
45.77.62.84,8443,true,CDG,欧洲,巴黎,368 ms,0.08
135.125.225.253,8443,true,FRA,欧洲,法兰克福,275 ms,0.08
176.97.73.82,8443,true,NRT,亚太,东京,178 ms,0.08
198.50.129.35,8443,true,YYZ,北美洲,多伦多,261 ms,0.07
146.59.73.161,8443,true,WAW,欧洲,华沙,345 ms,0.07
77.91.122.34,8443,true,AMS,欧洲,阿姆斯特丹,270 ms,0.07
192.248.178.81,8443,true,FRA,欧洲,法兰克福,262 ms,0.07
45.205.0.170,8443,true,SJC,北美洲,圣何塞,360 ms,0.07
162.19.135.219,8443,true,FRA,欧洲,法兰克福,316 ms,0.07
3.74.9.115,8443,true,FRA,欧洲,法兰克福,252 ms,0.07
193.38.55.92,8443,true,AMS,欧洲,阿姆斯特丹,276 ms,0.07
147.135.198.52,8443,true,WAW,欧洲,华沙,337 ms,0.07
54.38.61.35,8443,true,WAW,欧洲,华沙,287 ms,0.07
135.125.169.4,8443,true,FRA,欧洲,法兰克福,279 ms,0.07
128.199.34.202,8443,true,AMS,欧洲,阿姆斯特丹,272 ms,0.07
172.234.96.64,8443,true,ARN,欧洲,斯德哥尔摩,324 ms,0.07
103.184.45.169,8443,true,SJC,北美洲,圣何塞,226 ms,0.07
135.125.208.47,8443,true,FRA,欧洲,法兰克福,266 ms,0.07
51.210.96.182,8443,true,LHR,欧洲,伦敦,268 ms,0.07
20.240.254.247,8443,true,ARN,欧洲,斯德哥尔摩,268 ms,0.07
206.238.237.110,8443,true,SJC,北美洲,圣何塞,293 ms,0.07
206.238.237.24,8443,true,SJC,北美洲,圣何塞,464 ms,0.07
206.238.237.180,8443,true,SJC,北美洲,圣何塞,253 ms,0.07
13.50.173.22,8443,true,ARN,欧洲,斯德哥尔摩,275 ms,0.07
51.178.83.212,8443,true,FRA,欧洲,法兰克福,280 ms,0.07
154.218.15.228,8443,true,SJC,北美洲,圣何塞,381 ms,0.07
206.238.237.47,8443,true,SJC,北美洲,圣何塞,365 ms,0.07
178.23.190.231,8443,true,AMS,欧洲,阿姆斯特丹,261 ms,0.07
137.74.150.214,8443,true,LHR,欧洲,伦敦,280 ms,0.07
51.38.144.105,8443,true,WAW,欧洲,华沙,303 ms,0.07
206.238.236.113,8443,true,SJC,北美洲,圣何塞,310 ms,0.07
154.218.15.20,8443,true,SJC,北美洲,圣何塞,270 ms,0.06
51.195.169.110,8443,true,LHR,欧洲,伦敦,270 ms,0.06
206.238.237.226,8443,true,SJC,北美洲,圣何塞,368 ms,0.06
194.116.172.102,8443,true,HEL,欧洲,赫尔辛基,300 ms,0.06
23.239.2.154,8443,true,SJC,北美洲,圣何塞,158 ms,0.06
194.104.136.200,8443,true,AMS,欧洲,阿姆斯特丹,244 ms,0.06
51.178.39.34,8443,true,LHR,欧洲,伦敦,265 ms,0.06
67.205.130.91,8443,true,EWR,北美洲,纽瓦克,227 ms,0.06
198.244.244.168,8443,true,LHR,欧洲,伦敦,365 ms,0.06
5.39.78.200,8443,true,CDG,欧洲,巴黎,280 ms,0.06
135.125.241.95,8443,true,FRA,欧洲,法兰克福,271 ms,0.06
46.22.210.180,8443,true,TLL,欧洲,塔林,298 ms,0.06
51.83.200.173,8443,true,WAW,欧洲,华沙,288 ms,0.06
198.244.248.188,8443,true,LHR,欧洲,伦敦,263 ms,0.06
95.164.37.37,8443,true,LHR,欧洲,伦敦,341 ms,0.06
206.238.236.163,8443,true,SJC,北美洲,圣何塞,197 ms,0.06
206.238.237.205,8443,true,SJC,北美洲,圣何塞,432 ms,0.06
94.131.119.59,8443,true,OTP,欧洲,布加勒斯特,222 ms,0.06
38.180.20.59,8443,true,CPH,欧洲,哥本哈根,293 ms,0.06
86.38.156.10,8443,true,FRA,欧洲,法兰克福,290 ms,0.06
146.190.27.232,8443,true,AMS,欧洲,阿姆斯特丹,284 ms,0.06
151.80.190.157,8443,true,LHR,欧洲,伦敦,266 ms,0.06
206.238.237.57,8443,true,SJC,北美洲,圣何塞,478 ms,0.06
103.184.45.126,8443,true,SJC,北美洲,圣何塞,283 ms,0.06
206.238.236.100,8443,true,SJC,北美洲,圣何塞,317 ms,0.06
103.184.45.74,8443,true,SJC,北美洲,圣何塞,376 ms,0.06
206.238.236.176,8443,true,SJC,北美洲,圣何塞,336 ms,0.06
188.165.26.154,8443,true,LHR,欧洲,伦敦,370 ms,0.06
64.226.65.208,8443,true,FRA,欧洲,法兰克福,278 ms,0.06
64.227.166.226,8443,true,MAA,亚太,金奈,268 ms,0.06
188.165.26.97,8443,true,LHR,欧洲,伦敦,266 ms,0.06
45.205.0.2,8443,true,SJC,北美洲,圣何塞,238 ms,0.06
45.205.0.58,8443,true,SJC,北美洲,圣何塞,329 ms,0.06
206.238.236.174,8443,true,SJC,北美洲,圣何塞,371 ms,0.06
51.222.26.252,8443,true,YYZ,北美洲,多伦多,250 ms,0.06
51.81.14.26,8443,true,IAD,北美洲,阿什本,233 ms,0.06
37.120.139.197,8443,true,EWR,北美洲,纽瓦克,226 ms,0.06
91.228.10.80,8443,true,LHR,欧洲,伦敦,369 ms,0.05
45.205.0.215,8443,true,SJC,北美洲,圣何塞,454 ms,0.05
206.238.236.127,8443,true,SJC,北美洲,圣何塞,218 ms,0.05
51.195.249.226,8443,true,LHR,欧洲,伦敦,272 ms,0.05
51.195.17.129,8443,true,FRA,欧洲,法兰克福,315 ms,0.05
198.23.246.215,8443,true,SJC,北美洲,圣何塞,170 ms,0.05
51.255.157.137,8443,true,LHR,欧洲,伦敦,250 ms,0.05
103.184.44.28,8443,true,SJC,北美洲,圣何塞,223 ms,0.05
3.140.142.249,8443,true,CMH,北美洲,哥伦布,234 ms,0.05
151.80.126.60,8443,true,LHR,欧洲,伦敦,279 ms,0.05
94.23.188.21,8443,true,LHR,欧洲,伦敦,262 ms,0.05
198.50.143.174,8443,true,YYZ,北美洲,多伦多,250 ms,0.05
37.221.126.210,8443,true,ARN,欧洲,斯德哥尔摩,217 ms,0.05
5.144.181.131,8443,true,LHR,欧洲,伦敦,277 ms,0.05
164.132.80.19,8443,true,CDG,欧洲,巴黎,266 ms,0.05
206.238.236.34,8443,true,SJC,北美洲,圣何塞,826 ms,0.05
206.238.237.102,8443,true,SJC,北美洲,圣何塞,327 ms,0.05
154.218.15.7,8443,true,SJC,北美洲,圣何塞,336 ms,0.05
51.38.144.105,8443,true,WAW,欧洲,华沙,289 ms,0.05
38.107.232.11,8443,true,DFW,北美洲,达拉斯,232 ms,0.05
154.218.15.213,8443,true,SJC,北美洲,圣何塞,361 ms,0.05
46.105.170.125,8443,true,LHR,欧洲,伦敦,271 ms,0.05
45.205.0.194,8443,true,SJC,北美洲,圣何塞,266 ms,0.05
37.59.66.215,8443,true,CDG,欧洲,巴黎,284 ms,0.05
5.196.122.128,8443,true,LHR,欧洲,伦敦,281 ms,0.05
46.101.177.203,8443,true,FRA,欧洲,法兰克福,288 ms,0.05
5.144.181.215,8443,true,LHR,欧洲,伦敦,250 ms,0.05
51.83.196.31,8443,true,WAW,欧洲,华沙,307 ms,0.05
51.77.32.186,8443,true,WAW,欧洲,华沙,317 ms,0.05
206.238.236.190,8443,true,SJC,北美洲,圣何塞,391 ms,0.05
54.38.15.250,8443,true,LHR,欧洲,伦敦,275 ms,0.05
164.90.201.23,8443,true,AMS,欧洲,阿姆斯特丹,275 ms,0.05
94.131.15.232,8443,true,TLL,欧洲,塔林,315 ms,0.05
206.238.236.108,8443,true,SJC,北美洲,圣何塞,358 ms,0.05
206.238.237.188,8443,true,SJC,北美洲,圣何塞,538 ms,0.05
185.185.40.9,8443,true,AMS,欧洲,阿姆斯特丹,197 ms,0.05
194.4.49.186,8443,true,CDG,欧洲,巴黎,261 ms,0.05
45.144.49.52,8443,true,WAW,欧洲,华沙,272 ms,0.05
45.205.0.184,8443,true,SJC,北美洲,圣何塞,187 ms,0.05
134.209.193.71,8443,true,AMS,欧洲,阿姆斯特丹,279 ms,0.05
206.238.237.202,8443,true,SJC,北美洲,圣何塞,254 ms,0.05
209.38.168.152,8443,true,LHR,欧洲,伦敦,269 ms,0.05
174.138.101.195,8443,true,FRA,欧洲,法兰克福,265 ms,0.05
206.238.237.62,8443,true,SJC,北美洲,圣何塞,218 ms,0.05
37.59.246.136,8443,true,LHR,欧洲,伦敦,316 ms,0.05
